,0
409,0.45487568342479934
410,0.06733981670869993
411,0.6789776217859037
412,0.06470014025435566
413,0.6931879729845098
414,0.34773135589821447
415,0.45454988754255043
416,0.7549357804281126
417,0.8067656707985357
418,0.40140282717528164
419,0.3280102166939832
420,0.3788047905523587
421,0.12367604657323172
422,0.8813257011994495
423,0.9013580373519554
424,0.7716226315829606
425,0.494893108436098
426,0.30596977230255307
427,0.09068704073540268
428,0.8017228474833735
429,0.7545872511567356
430,0.24274610994771761
431,0.4309969462244001
432,0.3680768069278828
433,0.9586908213691867
434,0.6436208591304949
435,0.762249015232848
436,0.12056037005398101
437,0.3390289091329036
438,0.7300483625763594
439,0.6860368309622075
440,0.9703926161847909
441,0.07787877753399086
442,0.19412565118093628
443,0.1292364305633663
444,0.13698886103215213
445,0.4715362440164065
446,0.6250145637110367
447,0.38667235785354337
448,0.3247679989948834
449,0.26151124093014677
450,0.9123964674144439
451,0.5004336458911134
452,0.1231843697875018
453,0.792570968476848
454,0.8886569901755891
455,0.45332609872502494
456,0.6039223145401713
457,0.15992570073698364
458,0.22910813744971237
459,0.3507244553216968
460,0.20882640909004868
461,0.8364636062545716
462,0.5126421357814466
463,0.17613473354478593
464,0.3540936761492891
465,0.43536101973373675
466,0.023173007936562184
467,0.4970918556824939
468,0.45064454977298063
469,0.5699164383368529
470,0.26905509514463255
471,0.21396995673718633
472,0.7355189448462093
473,0.6447383585918959
474,0.644552325063499
475,0.842294808943366
476,0.7831763027691723
477,0.29534993863790404
478,0.4716491135980555
479,0.7677824794665776
480,0.048141768940345164
481,0.6037860792125176
482,0.1700482283306417
483,0.8079559003163266
484,0.8666664389332703
485,0.624885011372392
486,0.8019385053910941
487,0.7945094961913591
488,0.841677065063571
489,0.6628699077390589
490,0.578250317000104
491,0.659646932557041
492,0.42981001924124984
493,0.309413691219811
494,0.006376378636798186
495,0.4117946032761798
496,0.4214394041454895
497,0.9869204300105272
498,0.8475486325955225
499,0.6876289679138403
500,0.6157486051136355
501,0.6188480935914744
502,0.9220547911125098
503,0.5116381091009577
504,0.2683485796812377
505,0.3812583395656661
506,0.5087904225077707
507,0.8349553968073049
508,0.6495787071409856
509,0.42027918137212006
510,0.7783237280434303
511,0.43080908159995734
512,0.6808371587321564
513,0.04052266798426207
514,0.03208612593085014
515,0.7164096595598269
516,0.809997495593934
517,0.14293411708903936
518,0.1610809857404617
519,0.0539823937165137
520,0.5556893726875015
521,0.7315140789817082
522,0.3015242261450658
523,0.5151856127262703
524,0.14190079007118017
525,0.6688738288550807
526,0.08307300327969269
527,0.2031625226821423
528,0.19486035391173318
529,0.8811728845509887
530,0.6115913696617229
531,0.1644557299687276
532,0.9925403941406005
533,0.5012713430997825
534,0.320498827218198
535,0.7739612679104215
536,0.6620729953703388
537,0.014470030019287483
538,0.680834597430413
539,0.28649216947155953
540,0.8581648560392134
541,0.7653958136014406
542,0.9523240520080655
543,0.5074926924592866
544,0.2746605600041113
545,0.17135784174066615
546,0.3117055793311545
547,0.873544394849614
548,0.9292462434923516
549,0.689588359826237
550,0.07892445183007335
551,0.7040361066868557
552,0.13215020852665926
553,0.2629160470040349
554,0.684583522618595
555,0.04566521512526023
556,0.21220781843940995
557,0.2698215606218861
558,0.27290715304593915
559,0.5538513556341111
560,0.8002539201885264
561,0.2573608174431784
562,0.4136775122202886
563,0.48830819700600614
564,0.9887671126804418
565,0.49705085569376894
566,0.93610786162935
567,0.1735809605426527
568,0.21040866996020735
569,0.4357950015182629
570,0.47380294852651306
571,0.8802088185419202
572,0.5843578958612051
573,0.1765911446166636
574,0.488192028634606
575,0.9806496525716817
576,0.8906893547771461
577,0.09575641671664559
578,0.05019228803335474
579,0.8372469514343859
580,0.34945608362901226
581,0.5148600737609397
582,0.8430987274148006
583,0.5590913925495535
584,0.45818681688533713
585,0.6965969653384375
586,0.14966924653619829
587,0.5206111360830225
588,0.21497186265795698
589,0.6959485321608521
590,0.5209832248957825
591,0.11720852426410255
592,0.0538190145689359
593,0.6552248353391297
594,0.8610057649929401
595,0.7411188993167621
596,0.17133807228692988
597,0.7074579616016088
598,0.3272400158859934
599,0.1382211684051854
600,0.9769331290665397
601,0.5012026088359641
602,0.5142177091007908
603,0.5407480523481798
604,0.13127758726822736
605,0.8580249888914705
606,0.74608121990903
607,0.13834300412030454
608,0.8056166300990677
609,0.16875507266240397
610,0.9986073654820549
611,0.4476189799939091
612,0.3528554625052428
613,0.08732831717863643
614,0.3362938080694793
615,0.4140377176861314
616,0.19098702770020137
617,0.8564332395044407
618,0.33483078957652146
619,0.4676997860499622
620,0.6437430065542921
621,0.3637246922955695
622,0.5576172402360224
623,0.5513222612518136
624,0.09544184100111552
625,0.8268026664647207
626,0.6804917608786851
627,0.24231728666336283
628,0.7763711087459741
629,0.16175128275790496
630,0.2034169067590329
631,0.4235596523330343
632,0.43269928870954877
633,0.4009792300133376
634,0.42630800299339855
635,0.4579162132439121
636,0.6207610746276367
637,0.12572253361331254
638,0.5715943431334319
639,0.32221753189195446
640,0.4310316770253091
641,0.582080376157961
642,0.5563795405726164
643,0.3526484649229056
644,0.24304480828312414
645,0.7605738521778959
646,0.4023183928209758
647,0.39294667220071877
648,0.26875279292502086
649,0.18404209954258166
650,0.2531921637129765
651,0.12186207621265843
652,0.14183994866732597
653,0.16277587143629157
654,0.3445133427591026
655,0.7711840077875598
656,0.8503526422957859
657,0.6747600067421197
658,0.11224311649089236
659,0.9915066296633231
660,0.7410566075911598
661,0.9067317205721295
662,0.21742684014975788
663,0.381615930540243
664,0.28960044415148756
665,0.10043767860591735
666,0.5018158337452325
667,0.03488246922440952
668,0.8609104529171048
669,0.2633281982534088
670,0.6768570968818446
671,0.06342514982676228
672,0.005648132295213992
673,0.450734484595531
674,0.09169976835682092
675,0.6756998617361006
676,0.47929157790361365
677,0.9087357931045801
678,0.9785003333434562
679,0.6946832402761478
680,0.30328831695079894
681,0.1776361332107551
682,0.6358510584509308
683,0.9340373406691892
684,0.3802210178877846
685,0.7486671721870563
686,0.48704180581244383
687,0.5996032396921472
688,0.675274740797767
689,0.5234902803742233
690,0.09528685072247234
691,0.9895356535610691
692,0.5051804239660307
693,0.13981762376026052
694,0.196646039967744
695,0.9340463926295258
696,0.2163366891509566
697,0.9941686211136064
698,0.8702592572763189
699,0.9520735645734578
700,0.21082500586850084
701,0.6221022155866252
702,0.023830181293586827
703,0.8984716803304788
704,0.7764448960955179
705,0.979388547745605
706,0.16555353826845431
707,0.449686251621747
708,0.991878586353922
709,0.5581667688324202
710,0.7299374225675915
711,0.5130168147733897
712,0.8701594781506918
713,0.9692053933497577
714,0.16309825414886492
715,0.9167166329482869
716,0.13575768813959388
717,0.24666461632281933
718,0.8662521370156978
719,0.027046499997931628
720,0.3419431478616717
721,0.9671000676417301
722,0.28330049422453585
723,0.062588654580217
724,0.7513409954501228
725,0.06441902815267764
726,0.641722895452447
727,0.28797288926725695
728,0.14913979754037077
729,0.3987227347424348
730,0.5881945689021759
731,0.7345771109069703
732,0.2048263587924214
733,0.8881649400655728
734,0.04714766152503369
735,0.18123843337357992
736,0.1949239578015366
737,0.9335719645391365
738,0.031212607639809153
739,0.558351413965358
740,0.3222200032388699
741,0.7101729225889643
742,0.030618840521725366
743,0.48862191299571955
744,0.4109302763838224
745,0.9113802624123076
746,0.5272673259213227
747,0.8945781247505378
748,0.06721630620636598
749,0.701271012721179
750,0.42760042462964276
751,0.24014084294788596
752,0.9555577552914959
753,0.6057370803602767
754,0.9894030974061819
755,0.4226523674975029
756,0.29770952435409115
757,0.6238842342017281
758,0.8062954701583707
759,0.5957177716414529
760,0.1052772053340314
761,0.32337723902358784
762,0.17993302400587918
763,0.9032165327540523
764,0.33814816089893296
765,0.15830314633385967
766,0.912045912592458
767,0.33339007662934717
768,0.805925152320222
769,0.6441118282603165
770,0.4730313878141984
771,0.1050263286599431
772,0.5470819891938624
773,0.11958997642933256
774,0.3876949983552168
775,0.367713873636195
776,0.23692895156856342
777,0.6636918273315284
778,0.8704458493939711
779,0.5996422988177573
780,0.9680032510175034
781,0.30814402147097575
782,0.8543801981819168
783,0.5216822890742535
784,0.9747035035294581
785,0.8047104038074274
786,0.9694304400362627
787,0.26593731070615045
788,0.7900955911732065
789,0.13309806197735108
790,0.48143674577842466
791,0.42143312601341576
792,0.5200145543428009
793,0.47473416225457543
794,0.09086110997438845
795,0.9456996419641259
796,0.8418066909407019
797,0.6546666908323858
798,0.11610654062750814
799,0.44863671631978885
800,0.03888181168135074
801,0.3665646691688037
802,0.34366158328661667
803,0.24419137781565947
804,0.6157678336413048
805,0.20807650067923977
806,0.6912725845963794
807,0.030024802886981283
808,0.8364920676082147
809,0.8880206818995016
810,0.3576859329664016
811,0.46283089058768134
812,0.087475756197953
813,0.9815140482910303
814,0.5900103021307469
815,0.7852204080927672
816,0.9189909613689188
817,0.1613342868644042
818,0.33698590003120144
819,0.6135910206079863
820,0.41312172889640475
821,0.8382931265919963
822,0.8673696314290334
823,0.4432272600848728
824,0.22335375823771486
825,0.1780510846471165
826,0.01955367217665016
827,0.7839753640180765
828,0.4578252944934579
829,0.938624654335924
830,0.9713757308126019
831,0.9316719906650862
832,0.21347747987265553
833,0.8129518401239003
834,0.8587357620953604
835,0.20195600642423484
836,0.4029504065791011
837,0.23081951716792337
838,0.19591773306727356
839,0.5353440366366304
840,0.49628498977058855
841,0.999445904194865
842,0.8318600383450028
843,0.4279194776033989
844,0.74993121067392
845,0.7632631248796384
846,0.23528453535981686
847,0.557980962060271
848,0.6397963630726812
849,0.9771953998272519
850,0.1783682587763642
851,0.15195154910614606
852,0.8922873220781953
853,0.11841585378943043
854,0.0492339212892946
855,0.1278158055038633
856,0.178485495385178
857,0.31684071955231363
858,0.7510172550671638
859,0.8853365546142146
860,0.26393854622628454
861,0.19792695199664934
862,0.7112561498435861
863,0.9492875148068043
864,0.9753274666212158
865,0.07081689036864602
866,0.3911442036417573
867,0.7440524633294374
868,0.2938665968574742
869,0.9328101197625888
870,0.24027095263993958
871,0.5509026858312299
872,0.030507618683508153
873,0.7293655035934844
874,0.9934336660789358
875,0.9771576464393348
876,0.4563142388002035
877,0.6777409707905526
878,0.4787251369076976
879,0.33138518458616806
880,0.7102935288955345
881,0.5131344007816826
882,0.6463586353508652
883,0.8052108835531473
884,0.14734854833082844
885,0.9990348970805281
886,0.5879323353740096
887,0.7159926651020196
888,0.7253037267338334
889,0.3040352758954904
890,0.48760540307363853
891,0.7084995877238823
892,0.9910105175840613
893,0.04868671104571798
894,0.6978078308715271
895,0.3670058608817841
896,0.3580759961245713
897,0.31006518616024115
898,0.7622033285156148
899,0.3306130575818581
900,0.6710031585734384
901,0.4067258812833049
902,0.6934061176081767
903,0.29776114152786337
904,0.19387161382783202
905,0.842412467638145
906,0.04616504274178812
907,0.11347862821430033
908,0.280609685504559
909,0.4241477398571194
910,0.33494838820730066
911,0.22503731834316953
912,0.7160606846836737
913,0.07705303281846432
914,0.33000639509283036
915,0.6185870495067444
916,0.13232227163089916
917,0.9163619697580203
918,0.6423194036980572
919,0.645757222313958
920,0.751979091975561
921,0.1397261096774497
922,0.6507945940161185
923,0.32193357707626313
924,0.6627602358537357
925,0.8008844750481166
926,0.05141742184522313
927,0.3119413438745863
928,0.1726322130398491
929,0.9986141992875638
930,0.9905786985966695
931,0.6317943503151585
932,0.009300479161290065
933,0.6786160070679417
934,0.7396727595185751
935,0.36840114122872003
936,0.1827622187765665
937,0.9349967480054364
938,0.6037512081314482
939,0.8367208605318119
940,0.03895715975491154
941,0.5351112999968002
942,0.9009064107527268
943,0.08429088927316075
944,0.5660483404572776
945,0.9796263483449555
946,0.0009231606226852707
947,0.9224512362850081
948,0.21054602566366676
949,0.4280864381678091
950,0.20002708698243998
951,0.019058945982500464
952,0.2124207312917442
953,0.6431552766178915
954,0.7278837781949995
955,0.6441106299899955
956,0.9691505211572974
957,0.9772715163960478
958,0.26529966128748483
959,0.26162497339177604
960,0.022300632597674674
961,0.9044513782535624
962,0.20057330410383623
963,0.2071545953652384
964,0.961403829721807
965,0.004567707586120018
966,0.4149399954262819
967,0.49375562133414697
968,0.8101451093447892
969,0.8326087871424672
970,0.7460322483026876
971,0.8464138189114275
972,0.8083127820484642
973,0.055511429285857505
974,0.7131902470548077
975,0.987209804748414
976,0.7934479643215973
977,0.33904323320627583
978,0.9900661422069521
979,0.7661520330658744
980,0.2101751457295885
981,0.05519997037841562
982,0.6552982421476865
983,0.5186707296030442
984,0.14171275747880085
985,0.25578187174036937
986,0.28189587178534836
987,0.14505998262995612
988,0.783576627878295
989,0.1237589339770272
990,0.1619713505407463
991,0.534616407689279
992,0.9529965893726027
993,0.1954879001630908
994,0.331722477614688
995,0.5370430798808223
996,0.5508319471778472
997,0.8818161942218611
998,0.7579305228083815
999,0.6146507735691568
1000,0.9568881420881115
1001,0.4983085892150544
1002,0.2565422533579381
1003,0.5453566960646666
1004,0.06012838433293599
1005,0.54803331657322
1006,0.27472424315726574
1007,0.6192337589820088
1008,0.7916115912266642
1009,0.5430503134943587
1010,0.701277428261111
1011,0.7610194607305839
1012,0.9139563300630268
1013,0.918017569415457
1014,0.8785936198025589
1015,0.4403830305656967
1016,0.7226590981037975
1017,0.7732063958852397
1018,0.5810651604613847
1019,0.027752980440674868
1020,0.11768817353145322
1021,0.8774674225476402
1022,0.5845947737451584
1023,0.32859783026496847
1024,0.5480467314301936
1025,0.29249151405152185
1026,0.8308092095625997
1027,0.05483198736929906
1028,0.034319472879804525
1029,0.8584520580051919
1030,0.5667308016450767
1031,0.00439960290243302
1032,0.7664618554098372
1033,0.6017186935261234
1034,0.10024505606661072
1035,0.3911457248705903
1036,0.9401583010432827
1037,0.7778374658700463
1038,0.04977123296700925
1039,0.010957336021532926
1040,0.8905345083917396
1041,0.42531704279772986
1042,0.05624945200600895
1043,0.4364257915745887
1044,0.25575539915775913
1045,0.0571595644695676
1046,0.6823133276135743
1047,0.9819372859815392
1048,0.5781543260334854
1049,0.40793726843788103
1050,0.9533984031597439
1051,0.13473683116650415
1052,0.2734480932200667
1053,0.8532401439272204
1054,0.9001876834063355
1055,0.7368997061226583
1056,0.20058763736785223
1057,0.6146818425745316
1058,0.11057441422077874
1059,0.5966154396563981
1060,0.25123985809663496
1061,0.5611165509957841
1062,0.2963675761389315
1063,0.2010000117237768
1064,0.9391049882403486
1065,0.056822267605662335
1066,0.43916068922042484
1067,0.0619420341471677
1068,0.45292597195074347
1069,0.9498127772678029
1070,0.4350410930123161
1071,0.7464298896945795
1072,0.1964226364912326
1073,0.8378614691549076
1074,0.8616490777580073
1075,0.7303907599314321
1076,0.42544418485049806
1077,0.586600330988991
1078,0.21661921022426545
1079,0.4741199549884342
1080,0.6211738736515601
1081,0.35946984408605553
1082,0.5537446156645357
1083,0.2848477065344396
1084,0.03916838853180138
1085,0.387793566378528
1086,0.8687352507633046
1087,0.985942077394894
1088,0.5754707971985498
1089,0.5130733006441367
1090,0.32757924221680423
1091,0.9444048306833913
1092,0.24445476833110236
1093,0.530370586202806
1094,0.7188737133485921
1095,0.5931054853366499
1096,0.06546997591088499
1097,0.7419599038776964
1098,0.48979087239504115
1099,0.530382328501253
1100,0.92071736637061
1101,0.03287092948105186
1102,0.7891290016052841
1103,0.6472462961518595
1104,0.9451083691162664
1105,0.8070612090701278
1106,0.9287991475935568
1107,0.10944760468737491
1108,0.5611044268030321
1109,0.4902969732109299
1110,0.22417218305394782
1111,0.23194336154330308
1112,0.7958022499765186
1113,0.02507163161804049
1114,0.029568421980426862
1115,0.3493752539122328
1116,0.31312871826461985
1117,0.997970269367488
1118,0.32110692140035346
1119,0.3200740964507627
1120,0.8027595272719407
1121,0.43693999994313015
1122,0.8237263548069996
1123,0.885505752450016
1124,0.8431378633242677
1125,0.47634943210813085
1126,0.15598991925163852
1127,0.09424515027461855
1128,0.2563093736706237
1129,0.4861443742611943
1130,0.7701302420812198
1131,0.2625004155024052
1132,0.48207669469473724
1133,0.7475370086765685
1134,0.08612942494088516
1135,0.6369396917013797
1136,0.8724005497157818
1137,0.527330659140954
1138,0.339125250591108
1139,0.2050785553244726
1140,0.41729176385520483
1141,0.40760792821765623
1142,0.14015416668233394
1143,0.4147409583110413
1144,0.5910688399375658
1145,0.3573804180774016
1146,0.41421090469862154
1147,0.7792367862698725
1148,0.6894299416486923
1149,0.6139857269216918
1150,0.5543595401690768
1151,0.5123284552596338
1152,0.04326430658270086
1153,0.8811731836256801
1154,0.6689516010616995
1155,0.5194273112959933
1156,0.6972383431406343
1157,0.7440418736302771
1158,0.360925773835875
1159,0.4383602772109406
1160,0.14377414459314597
1161,0.8240573373077009
1162,0.7209169047441074
1163,0.15035218724681754
1164,0.5685237944142219
1165,0.11414250826766381
1166,0.4045664509348048
1167,0.7179584701018674
1168,0.6955687172349112
1169,0.1004493615687333
1170,0.2882231043505792
1171,0.6932146793242213
1172,0.005897971759141529
1173,0.6246971767857957
1174,0.8743462847871091
1175,0.7480982897297241
1176,0.799802786760465
1177,0.772010546076154
1178,0.6107119700142657
1179,0.052897458522440766
1180,0.41590354217141623
1181,0.9807740009002939
1182,0.200863837136239
1183,0.7821217343700726
1184,0.9235364766045804
1185,0.2606214225159915
1186,0.7362223206350275
1187,0.5915059188726951
1188,0.05526220963022932
1189,0.46402975411564695
1190,0.9899788247639708
1191,0.1756280236037815
1192,0.4892737138318024
1193,0.4902539858595487
1194,0.36079481766134136
1195,0.4976314806012917
1196,0.5466007269167487
1197,0.0047581955571430745
1198,0.706716798476021
1199,0.9979682533674136
1200,0.5260480929437356
1201,0.5745035451652899
1202,0.616545055414381
1203,0.3901589190519884
1204,0.393687237799231
1205,0.3674440768704986
1206,0.9983131083387055
1207,0.16917665989077646
1208,0.5302830667920243
1209,0.3856345317970852
1210,0.6369514046631152
1211,0.6409826716093702
1212,0.14907243680192472
1213,0.4097527771197583
1214,0.9619304774187887
1215,0.17916601630167117
1216,0.6304737074966423
1217,0.29578149154393374
1218,0.0863967045352263
1219,0.27902662240443477
1220,0.8014979238920166
1221,0.9435985566207207
1222,0.7528176408499406
1223,0.27899465119084155
1224,0.7251872359895414
1225,0.9660464977626387
1226,0.3012345228470923
1227,0.7937552870373851
1228,0.5329959956959606
1229,0.20485479071824753
1230,0.0982213448908903
1231,0.9278532119784039
1232,0.22012687237174222
1233,0.5787089759176517
1234,0.5295223346635262
1235,0.19279607013168154
1236,0.3486465871663955
1237,0.10525171577829873
1238,0.8991583232913827
1239,0.02030632713216085
1240,0.9042840012661663
1241,0.19629563020287732
1242,0.2235204320283687
1243,0.16399523046861486
1244,0.9894000139692282
1245,0.8980631574128481
1246,0.7393289207639931
1247,0.37720782319721846
1248,0.9842298914940358
1249,0.3759514140594935
1250,0.26188061895483894
1251,0.8958371142731036
1252,0.8606169552753231
1253,0.5063192684859129
1254,0.7101560177793933
1255,0.8990721582154936
1256,0.41740165403279483
